empleado_id,nombre,tienda_id,rol,tipo_contrato,salario_diario_mxn,antiguedad_meses,disponibilidad
E02042,Fernando Gómez,T026,piso_reposicion,completo,238.97,75,completa
E02043,Sofía Luna,T026,piso_reposicion,completo,241.28,99,completa
E02044,Raúl Chávez,T026,cajas,completo,254.22,79,parcial_manana
E02045,Brenda López,T026,perecederos,completo,243.03,120,parcial_tarde
E02046,Ángel Vázquez,T026,piso_reposicion,completo,246.15,67,parcial_tarde
E02047,Ana Contreras,T026,cajas,completo,224.39,53,parcial_manana
E02048,Jorge Rivera,T026,almacen,completo,229.56,29,completa
E02049,Elena Contreras,T026,cajas,completo,246.18,81,parcial_manana
E02050,Jorge Medina,T026,piso_reposicion,completo,222.51,98,parcial_tarde
E02051,Daniela Morales,T026,perecederos,completo,286.52,38,completa
E02052,Raúl Herrera,T026,almacen,completo,208.79,9,completa
E02053,Eduardo Ortiz,T026,almacen,completo,246.65,1,completa
E02054,Salvador Hernández,T026,cajas,completo,273.07,76,completa
E02055,Paola Guerrero,T026,cajas,completo,241.64,80,completa
E02056,Ricardo Cruz,T026,cajas,completo,238.31,14,completa
E02057,Rosa Castillo,T026,piso_reposicion,completo,216.87,2,completa
E02058,Fernando Castro,T026,piso_reposicion,completo,255.82,79,completa
E02059,Karla Hernández,T026,perecederos,completo,273.93,48,completa
E02060,Silvia Vargas,T026,piso_reposicion,completo,211.59,50,parcial_tarde
E02061,Andrea Cruz,T026,piso_reposicion,completo,235.55,31,completa
E02062,Miguel Vázquez,T026,piso_reposicion,completo,214.29,86,completa
E02063,María Chávez,T026,almacen,completo,228.69,90,completa
E02064,Ana Álvarez,T026,piso_reposicion,completo,235.45,6,parcial_manana
E02065,Mónica Ramírez,T026,almacen,completo,204.14,10,parcial_manana
E02066,Adriana González,T026,cajas,completo,268.95,67,completa
E02067,Arturo Ortiz,T026,almacen,completo,213.12,72,completa
E02068,José González,T026,cajas,completo,252.49,17,completa
E02069,Diana Flores,T026,cajas,completo,258.34,19,completa
E02070,Rosa Medina,T026,piso_reposicion,completo,258.12,82,completa
E02071,Alejandro Juárez,T026,perecederos,completo,264.57,55,completa
E02072,Mónica Herrera,T026,cajas,completo,275.04,14,completa
E02073,Elena Díaz,T026,perecederos,completo,254.84,73,completa
E02074,Arturo Juárez,T026,cajas,completo,271.45,8,completa
E02075,Ricardo Ortiz,T026,cajas,completo,234.15,27,completa
E02076,Alejandra Ramírez,T026,cajas,completo,262.45,86,completa
E02077,Antonio Ruiz,T026,perecederos,completo,236.2,26,completa
E02078,Andrea Jiménez,T026,perecederos,completo,299.02,7,completa
E02079,Carlos Cruz,T026,piso_reposicion,completo,257.7,116,completa
E02080,Sergio Medina,T026,almacen,completo,222.11,27,parcial_tarde
E02081,Manuel Díaz,T027,almacen,completo,229.74,116,completa
E02082,Fernando García,T027,cajas,completo,232.73,59,completa
E02083,Alejandra López,T027,cajas,completo,231.08,24,completa
E02084,Silvia Jiménez,T027,piso_reposicion,completo,241.97,77,completa
E02085,Patricia Torres,T027,cajas,completo,232.6,64,completa
E02086,Arturo Reyes,T027,cajas,completo,253.19,66,completa
E02087,Carlos Hernández,T027,almacen,completo,241.74,71,completa
E02088,Ana Martínez,T027,cajas,completo,243.39,86,parcial_manana
E02089,Cecilia Pérez,T027,piso_reposicion,completo,228.92,4,completa
E02090,Carlos Morales,T027,piso_reposicion,completo,211.81,12,completa
E02091,Arturo Sánchez,T027,perecederos,completo,247.79,11,completa
E02092,Alejandra Flores,T027,perecederos,completo,278.87,18,completa
E02093,Ángel Díaz,T027,perecederos,completo,255.23,117,completa
E02094,Claudia Gómez,T027,piso_reposicion,completo,217.91,88,completa
E02095,Óscar García,T027,piso_reposicion,completo,215.29,80,parcial_manana
E02096,Mario González,T027,piso_reposicion,completo,214.75,84,completa
E02097,Fernanda Contreras,T027,piso_reposicion,completo,242.96,4,completa
E02098,Eduardo Medina,T027,piso_reposicion,completo,240.63,25,completa
E02099,Miguel González,T027,piso_reposicion,completo,235.93,96,completa
E02100,Miguel Gómez,T027,cajas,completo,250.02,55,completa
E02101,Manuel Morales,T027,cajas,completo,229.19,61,completa
E02102,Arturo Núñez,T027,perecederos,completo,265.04,90,completa
E02103,Gabriela Rojas,T027,piso_reposicion,completo,213.0,9,completa
E02104,Karla Ruiz,T027,almacen,completo,246.29,96,parcial_tarde
E02105,Guadalupe González,T027,perecederos,completo,234.06,82,completa
E02106,Miguel Ramos,T027,cajas,completo,245.41,48,completa
E02107,Laura Ramos,T027,cajas,completo,220.03,60,parcial_tarde
E02108,Claudia Aguilar,T027,cajas,completo,267.17,8,completa
E02109,Mónica Delgado,T027,piso_reposicion,completo,218.31,24,parcial_manana
E02110,Guadalupe Díaz,T027,perecederos,completo,294.74,29,completa
E02111,Itzel Castillo,T027,cajas,completo,222.64,106,completa
E02112,Sofía Rivera,T027,piso_reposicion,completo,251.04,13,completa
E02113,Gabriela Torres,T027,almacen,completo,232.83,35,completa
E02114,Lucía Díaz,T027,almacen,completo,212.49,15,completa
E02115,José Castro,T027,cajas,completo,232.15,34,parcial_tarde
E02116,Itzel Gutiérrez,T027,piso_reposicion,completo,227.88,1,parcial_manana
E02117,Rubén Herrera,T027,piso_reposicion,completo,251.42,33,parcial_tarde
E02118,Cecilia Herrera,T027,cajas,completo,271.72,87,completa
E02119,Carlos Cruz,T027,perecederos,completo,242.27,92,completa
E02120,Andrea Contreras,T027,piso_reposicion,completo,227.67,45,completa
E02121,Patricia Martínez,T027,cajas,completo,234.25,85,completa
E02122,Antonio Rojas,T027,perecederos,completo,238.58,74,completa
E02123,Rubén García,T027,piso_reposicion,completo,242.32,109,completa
E02124,Ramón Morales,T027,cajas,completo,240.75,97,completa
E02125,Ramón Delgado,T027,cajas,completo,233.52,27,completa
E02126,Diana Herrera,T027,cajas,completo,271.96,71,completa
E02127,Salvador Díaz,T027,cajas,completo,264.9,95,completa
E02128,Salvador Rojas,T027,piso_reposicion,completo,248.69,36,completa
E02129,Ángel Pérez,T027,piso_reposicion,completo,211.96,69,parcial_tarde
E02130,Ángel Medina,T027,cajas,completo,274.91,48,completa
E02131,Arturo Jiménez,T027,cajas,completo,254.48,37,completa
E02132,Luis Torres,T027,perecederos,completo,265.27,24,completa
E02133,Ricardo Núñez,T027,almacen,completo,200.53,4,completa
E02134,Ramón Ruiz,T027,perecederos,completo,292.84,90,completa
E02135,Alejandro García,T027,almacen,completo,227.19,99,completa
E02136,Miguel Hernández,T027,piso_reposicion,completo,251.26,78,completa
E02137,Cecilia López,T027,perecederos,completo,275.89,29,completa
E02138,Manuel Ortiz,T027,piso_reposicion,completo,249.83,2,completa
E02139,Itzel Ortiz,T027,perecederos,completo,278.51,76,completa
E02140,Ricardo Vargas,T027,perecederos,completo,294.47,24,parcial_tarde
E02141,Daniela Herrera,T027,cajas,completo,233.53,66,parcial_manana
E02142,Daniela García,T027,cajas,completo,232.13,117,completa
E02143,Fernando Ramos,T027,cajas,completo,262.75,0,completa
E02144,Diana Álvarez,T027,almacen,completo,225.07,69,completa
E02145,Ricardo Rojas,T027,almacen,completo,229.96,120,completa
E02146,Ángel Gómez,T027,piso_reposicion,completo,245.43,40,parcial_tarde
E02147,Alejandro Martínez,T027,piso_reposicion,completo,237.37,98,completa
E02148,Antonio Sánchez,T027,piso_reposicion,completo,249.38,100,parcial_manana
E02149,Itzel Reyes,T027,almacen,completo,215.94,58,completa
E02150,Diana Gutiérrez,T027,perecederos,completo,290.13,37,completa
E02151,María Cruz,T027,piso_reposicion,completo,215.38,82,completa
E02152,María Hernández,T027,piso_reposicion,completo,241.7,74,parcial_tarde
E02153,Diana Reyes,T027,almacen,completo,244.51,57,completa
E02154,Arturo Gómez,T027,piso_reposicion,completo,222.63,23,completa
E02155,Cecilia Ramos,T027,almacen,completo,216.34,90,completa
E02156,Carlos Hernández,T027,piso_reposicion,completo,225.27,25,completa
E02157,Claudia Álvarez,T027,cajas,completo,253.86,16,completa
E02158,Ricardo Ortiz,T027,cajas,completo,244.77,8,completa
E02159,Antonio Díaz,T027,piso_reposicion,completo,215.4,54,completa
E02160,Antonio Núñez,T027,cajas,completo,273.48,14,completa
E02161,Guadalupe Contreras,T028,almacen,completo,228.25,0,completa
E02162,Ricardo Medina,T028,piso_reposicion,completo,245.2,104,completa
E02163,Rosa Gutiérrez,T028,perecederos,completo,269.35,42,completa
E02164,Guadalupe Juárez,T028,piso_reposicion,completo,244.68,98,completa
E02165,Fernando Núñez,T028,cajas,completo,220.0,7,completa
E02166,Sergio Álvarez,T028,cajas,completo,223.57,51,completa
E02167,Karla Guerrero,T028,almacen,completo,234.92,80,completa
E02168,Víctor Díaz,T028,perecederos,completo,286.2,56,completa
E02169,Javier Reyes,T028,piso_reposicion,completo,245.89,89,completa
E02170,Roberto Flores,T028,almacen,completo,233.15,103,completa
E02171,Miguel Herrera,T028,almacen,completo,235.37,51,completa
E02172,Brenda Juárez,T028,piso_reposicion,completo,246.98,33,completa
E02173,Andrea Medina,T028,piso_reposicion,completo,246.22,70,completa
E02174,Ramón Romero,T028,perecederos,completo,281.66,105,completa
E02175,Mónica Ruiz,T028,perecederos,completo,235.18,119,completa
E02176,Salvador Ramírez,T028,piso_reposicion,completo,213.16,98,completa
E02177,Rubén Cruz,T028,cajas,completo,241.67,29,completa
E02178,Paola Vargas,T028,cajas,completo,251.66,24,completa
E02179,Gabriela López,T028,cajas,completo,265.76,69,parcial_tarde
E02180,Carlos Núñez,T028,piso_reposicion,completo,226.74,48,completa
E02181,María Sánchez,T028,piso_reposicion,completo,223.76,73,completa
E02182,Claudia Álvarez,T028,perecederos,completo,284.7,111,completa
E02183,Paola Mendoza,T028,cajas,completo,234.96,66,completa
E02184,Lucía Delgado,T028,piso_reposicion,completo,251.04,43,completa
E02185,Jorge Álvarez,T028,cajas,completo,230.63,105,completa
E02186,Alejandra Jiménez,T028,piso_reposicion,completo,227.97,53,parcial_tarde
E02187,Itzel Ruiz,T028,cajas,completo,244.06,73,completa
E02188,Luis Reyes,T028,perecederos,completo,250.97,16,parcial_manana
E02189,Andrea Romero,T028,perecederos,completo,230.23,61,completa
E02190,Cecilia Núñez,T028,piso_reposicion,completo,221.78,51,completa
E02191,Rosa Hernández,T028,cajas,completo,240.26,14,completa
E02192,Sofía Cruz,T028,piso_reposicion,completo,225.68,25,completa
E02193,Verónica García,T028,piso_reposicion,completo,249.28,85,completa
E02194,Óscar Vázquez,T028,cajas,completo,222.84,21,completa
E02195,Jorge Álvarez,T028,piso_reposicion,completo,229.45,15,completa
E02196,Karla Martínez,T028,cajas,completo,222.25,6,completa
E02197,Patricia Vázquez,T028,perecederos,completo,295.15,3,completa
E02198,Fernando Ortiz,T028,almacen,completo,239.51,52,completa
E02199,Sergio Álvarez,T028,piso_reposicion,completo,259.11,59,completa
E02200,María Torres,T028,piso_reposicion,completo,255.51,75,completa
E02201,Ramón Sánchez,T028,piso_reposicion,completo,225.79,69,completa
E02202,Gabriela Hernández,T028,perecederos,completo,278.41,64,completa
E02203,Fernanda Ortiz,T028,almacen,completo,215.33,120,parcial_tarde
E02204,Elena Ramos,T028,perecederos,completo,292.17,30,completa
E02205,Andrea Núñez,T028,piso_reposicion,completo,230.54,86,completa
E02206,Mario Chávez,T028,cajas,completo,242.55,9,completa
E02207,Ana Sánchez,T028,almacen,completo,245.7,102,completa
E02208,Manuel Herrera,T028,cajas,completo,270.2,43,completa
E02209,Manuel López,T028,cajas,completo,277.98,41,completa
E02210,Antonio Reyes,T028,cajas,completo,223.99,16,completa
E02211,Diana Medina,T028,piso_reposicion,completo,222.17,61,completa
E02212,Lucía Rivera,T028,perecederos,completo,251.06,48,completa
E02213,Rosa Romero,T028,piso_reposicion,completo,231.22,117,completa
E02214,Mario Chávez,T028,almacen,completo,223.66,21,completa
E02215,Mario Contreras,T028,cajas,completo,237.49,50,completa
E02216,Miguel Gómez,T028,cajas,completo,267.43,108,completa
E02217,Rubén Núñez,T028,piso_reposicion,completo,221.16,97,completa
E02218,Elena Aguilar,T028,cajas,completo,261.79,92,completa
E02219,Juan Castro,T028,cajas,completo,271.11,63,completa
E02220,Andrea Sánchez,T028,almacen,completo,230.18,105,completa
E02221,Karla García,T028,piso_reposicion,completo,227.71,27,completa
E02222,Víctor Castro,T028,piso_reposicion,completo,219.39,97,completa
E02223,Arturo Ramos,T028,piso_reposicion,completo,216.72,70,parcial_tarde
E02224,Ángel Díaz,T028,perecederos,completo,282.09,42,completa
E02225,Elena Rojas,T028,piso_reposicion,completo,233.46,26,parcial_manana
E02226,Itzel Reyes,T028,cajas,completo,222.78,63,parcial_tarde
E02227,Mónica Gutiérrez,T028,cajas,completo,279.03,0,completa
E02228,Carlos Vargas,T028,almacen,completo,233.57,86,completa
E02229,Carlos Contreras,T028,cajas,completo,270.65,28,completa
E02230,Elena Rojas,T028,piso_reposicion,completo,231.91,47,parcial_manana
E02231,Ana Medina,T028,perecederos,completo,296.88,23,completa
E02232,Ricardo González,T028,piso_reposicion,completo,219.98,56,completa
E02233,Silvia González,T028,perecederos,completo,242.96,44,completa
E02234,Jorge Herrera,T028,piso_reposicion,completo,254.52,22,completa
E02235,Mónica Jiménez,T028,cajas,completo,273.5,107,completa
E02236,Rubén Pérez,T028,almacen,completo,224.95,91,completa
E02237,Jorge Herrera,T028,cajas,completo,227.55,46,completa
E02238,Óscar Luna,T028,cajas,completo,238.31,6,completa
E02239,Antonio López,T028,almacen,completo,237.71,102,parcial_manana
E02240,Ricardo Delgado,T028,cajas,completo,270.76,84,completa
E02241,Sofía Chávez,T029,cajas,completo,268.48,7,completa
E02242,Verónica Rojas,T029,piso_reposicion,completo,240.82,81,completa
E02243,Juan Pérez,T029,piso_reposicion,completo,231.42,96,completa
E02244,Carlos Aguilar,T029,almacen,completo,240.11,106,completa
E02245,Sofía Juárez,T029,cajas,completo,247.3,35,completa
E02246,Rosa Jiménez,T029,almacen,completo,211.39,9,completa
E02247,Óscar Rivera,T029,cajas,completo,248.35,91,completa
E02248,Raúl Mendoza,T029,almacen,completo,203.54,54,parcial_manana
E02249,Alejandro Silva,T029,piso_reposicion,completo,254.89,114,parcial_tarde
E02250,Luis Flores,T029,cajas,completo,263.86,22,completa
E02251,Ana Castillo,T029,perecederos,completo,283.22,69,completa
E02252,Cecilia López,T029,piso_reposicion,completo,253.72,14,completa
E02253,Daniela Flores,T029,piso_reposicion,completo,249.58,58,completa
E02254,Guadalupe Ruiz,T029,perecederos,completo,260.23,0,completa
E02255,Paola Ramos,T029,cajas,completo,227.12,90,completa
E02256,Itzel Ramírez,T029,perecederos,completo,256.14,73,completa
E02257,Carlos Reyes,T029,cajas,completo,276.05,11,completa
E02258,Cecilia González,T029,perecederos,completo,296.44,60,completa
E02259,Eduardo Álvarez,T029,piso_reposicion,completo,248.39,51,completa
E02260,Jorge Luna,T029,almacen,completo,210.22,81,completa
E02261,Ramón González,T029,cajas,completo,231.67,60,completa
E02262,Roberto Flores,T029,cajas,completo,272.79,55,completa
E02263,Mónica Guerrero,T029,cajas,completo,228.51,100,completa
E02264,Carlos Rojas,T029,piso_reposicion,completo,239.21,62,completa
E02265,Jorge Ruiz,T029,cajas,completo,242.7,98,completa
E02266,Ramón Vargas,T029,perecederos,completo,251.14,107,parcial_tarde
E02267,Ángel Guerrero,T029,piso_reposicion,completo,243.87,102,completa
E02268,María Cruz,T029,perecederos,completo,297.17,115,completa
E02269,Francisco Rojas,T029,piso_reposicion,completo,248.88,84,completa
E02270,Raúl Rojas,T029,perecederos,completo,264.03,67,completa
E02271,Brenda Flores,T029,cajas,completo,246.44,64,completa
E02272,Gabriela López,T029,piso_reposicion,completo,255.38,24,completa
E02273,Paola Jiménez,T029,cajas,completo,254.69,100,completa
E02274,Andrea Ruiz,T029,cajas,completo,249.8,83,parcial_manana
E02275,Juan Delgado,T029,almacen,completo,234.14,105,parcial_tarde
E02276,Ramón Pérez,T029,piso_reposicion,completo,221.86,84,completa
E02277,Karla Morales,T029,piso_reposicion,completo,213.19,58,completa
E02278,Antonio Ruiz,T029,piso_reposicion,completo,252.76,35,completa
E02279,Alejandra López,T029,cajas,completo,256.44,119,completa
E02280,Patricia Vargas,T029,almacen,completo,208.24,88,parcial_manana
E02281,Antonio Gómez,T029,piso_reposicion,completo,224.9,105,completa
E02282,Jorge García,T029,cajas,completo,279.4,70,completa
E02283,Diana Flores,T029,perecederos,completo,274.41,61,parcial_manana
E02284,Carlos Castro,T029,cajas,completo,258.17,4,completa
E02285,Raúl Guerrero,T029,almacen,completo,203.61,8,completa
E02286,Jorge Hernández,T029,cajas,completo,278.14,85,completa
E02287,Eduardo Chávez,T029,cajas,completo,273.57,27,completa
E02288,Alejandra Torres,T029,cajas,completo,252.87,9,parcial_tarde
E02289,Mario Herrera,T029,piso_reposicion,completo,225.47,93,parcial_manana
E02290,Patricia Álvarez,T029,piso_reposicion,completo,244.9,75,completa
E02291,Elena Contreras,T029,piso_reposicion,completo,251.67,13,completa
E02292,Jorge Cruz,T029,perecederos,completo,285.03,60,completa
E02293,Mónica Gómez,T029,perecederos,completo,298.39,56,completa
E02294,Guadalupe Díaz,T029,almacen,completo,231.84,0,completa
E02295,Óscar Ruiz,T029,cajas,completo,239.27,73,completa
E02296,Ángel Gutiérrez,T029,piso_reposicion,completo,234.9,47,completa
E02297,Gabriela García,T029,piso_reposicion,completo,250.82,106,completa
E02298,Carlos Luna,T029,cajas,completo,235.92,14,completa
E02299,Manuel González,T029,almacen,completo,211.57,102,parcial_manana
E02300,Javier Luna,T029,cajas,completo,263.49,0,completa
E02301,Andrea Sánchez,T029,piso_reposicion,completo,232.22,92,completa
E02302,Verónica Vázquez,T029,almacen,completo,240.83,94,completa
E02303,Ramón Díaz,T029,piso_reposicion,completo,217.18,49,completa
E02304,Fernanda Herrera,T029,almacen,completo,216.78,33,completa
E02305,Sofía Ortiz,T029,piso_reposicion,completo,223.4,17,completa
E02306,Alejandro Cruz,T029,cajas,completo,261.87,41,completa
E02307,Francisco Ramos,T029,almacen,completo,237.97,81,completa
E02308,Roberto Contreras,T029,cajas,completo,247.36,87,completa
E02309,Claudia Flores,T029,perecederos,completo,263.46,21,completa
E02310,Paola Torres,T029,piso_reposicion,completo,216.6,1,parcial_tarde
E02311,Elena López,T029,piso_reposicion,completo,245.09,67,completa
E02312,Francisco Castro,T029,piso_reposicion,completo,259.62,70,completa
E02313,José Herrera,T029,perecederos,completo,284.45,118,completa
E02314,Luis Mendoza,T029,cajas,completo,233.39,92,completa
E02315,Juan García,T029,piso_reposicion,completo,241.16,66,completa
E02316,Francisco Álvarez,T029,perecederos,completo,250.65,71,completa
E02317,Óscar Juárez,T029,perecederos,completo,232.11,78,completa
E02318,Ramón Luna,T029,piso_reposicion,completo,218.99,54,completa
E02319,Rubén Luna,T029,cajas,completo,226.16,81,completa
E02320,Claudia Rivera,T029,piso_reposicion,completo,219.8,23,completa
E02321,Karla Chávez,T030,cajas,completo,236.75,73,parcial_manana
E02322,Salvador Álvarez,T030,perecederos,completo,261.58,111,parcial_tarde
E02323,Luis López,T030,cajas,completo,233.19,89,parcial_tarde
E02324,Fernando Ruiz,T030,piso_reposicion,completo,236.57,19,completa
E02325,Mario Flores,T030,piso_reposicion,completo,238.91,26,completa
E02326,Cecilia Guerrero,T030,almacen,completo,216.89,9,completa
E02327,Fernando Cruz,T030,cajas,completo,236.33,31,completa
E02328,Verónica García,T030,almacen,completo,207.55,79,completa
E02329,Javier Ramos,T030,piso_reposicion,completo,216.98,113,completa
E02330,Fernanda López,T030,piso_reposicion,completo,245.57,58,completa
E02331,Ramón Rivera,T030,piso_reposicion,completo,221.08,9,completa
E02332,Javier Vargas,T030,almacen,completo,205.9,5,completa
E02333,Fernando Castillo,T030,perecederos,completo,299.92,50,completa
E02334,Fernando Vargas,T030,cajas,completo,235.59,32,completa
E02335,Arturo Rojas,T030,piso_reposicion,completo,254.8,69,completa
E02336,Fernanda Chávez,T030,almacen,completo,230.46,14,completa
E02337,Ana Vázquez,T030,cajas,completo,262.9,27,completa
E02338,Ramón López,T030,cajas,completo,253.66,67,completa
E02339,Manuel Gómez,T030,piso_reposicion,completo,219.04,34,completa
E02340,Laura Vargas,T030,almacen,completo,242.35,44,completa
E02341,Luis López,T030,perecederos,completo,287.96,26,completa
E02342,Alejandro Cruz,T030,piso_reposicion,completo,227.48,6,parcial_manana
E02343,Jorge Pérez,T030,piso_reposicion,completo,248.19,41,parcial_manana
E02344,Guadalupe Guerrero,T030,almacen,completo,227.15,39,completa
E02345,Ricardo Castillo,T030,piso_reposicion,completo,255.45,108,completa
E02346,Fernanda Aguilar,T030,perecederos,completo,286.2,108,completa
E02347,Paola Herrera,T030,cajas,completo,222.46,52,completa
E02348,Francisco Torres,T030,cajas,completo,272.76,34,completa
E02349,Gabriela Martínez,T030,piso_reposicion,completo,258.43,50,parcial_manana
E02350,Antonio Morales,T030,almacen,completo,237.11,73,completa
E02351,Lucía Ramírez,T030,cajas,completo,227.19,46,completa
E02352,Jorge Díaz,T030,perecederos,completo,286.52,91,completa
E02353,Ana Díaz,T030,cajas,completo,258.85,116,parcial_manana
E02354,Sofía Álvarez,T030,piso_reposicion,completo,226.94,48,completa
E02355,Silvia Díaz,T030,cajas,completo,273.04,14,completa
E02356,Claudia Sánchez,T030,cajas,completo,253.93,14,completa
E02357,Juan Contreras,T030,cajas,completo,271.18,105,completa
E02358,Rubén Martínez,T030,piso_reposicion,completo,243.51,50,completa
E02359,Fernanda Torres,T030,piso_reposicion,completo,224.43,39,parcial_manana
E02360,Claudia Reyes,T030,cajas,completo,278.5,74,completa
E02361,Lucía López,T030,piso_reposicion,completo,238.55,115,completa
E02362,Rosa Rojas,T030,almacen,completo,225.84,51,completa
E02363,Adriana Cruz,T030,cajas,completo,244.21,38,completa
E02364,Brenda Álvarez,T030,piso_reposicion,completo,216.82,104,parcial_manana
E02365,Diana Pérez,T030,perecederos,completo,278.03,10,completa
E02366,José Jiménez,T030,cajas,completo,245.85,102,completa
E02367,Lucía Pérez,T030,cajas,completo,276.08,62,completa
E02368,Eduardo Flores,T030,cajas,completo,277.91,2,completa
E02369,Eduardo Ortiz,T030,cajas,completo,266.06,27,parcial_manana
E02370,Arturo Guerrero,T030,perecederos,completo,246.97,82,completa
E02371,Carlos Díaz,T030,cajas,completo,262.96,91,completa
E02372,Guadalupe Ruiz,T030,piso_reposicion,completo,211.02,23,parcial_tarde
E02373,Karla Hernández,T030,almacen,completo,241.32,79,completa
E02374,Víctor Rivera,T030,piso_reposicion,completo,234.68,119,completa
E02375,Ana Mendoza,T030,cajas,completo,276.2,83,completa
E02376,Adriana Chávez,T030,piso_reposicion,completo,228.89,84,completa
E02377,Alejandra Jiménez,T030,cajas,completo,235.79,23,completa
E02378,Daniela Herrera,T030,piso_reposicion,completo,259.75,77,completa
E02379,Arturo Hernández,T030,perecederos,completo,267.15,85,completa
E02380,Brenda Herrera,T030,cajas,completo,271.79,13,completa
E02381,Fernanda Guerrero,T030,cajas,completo,274.66,37,completa
E02382,Laura Ruiz,T030,perecederos,completo,266.29,106,completa
E02383,Verónica Gómez,T030,piso_reposicion,completo,232.79,120,completa
E02384,Salvador Cruz,T030,almacen,completo,227.64,20,completa
E02385,Patricia Contreras,T030,piso_reposicion,completo,252.39,88,completa
E02386,Víctor Álvarez,T030,almacen,completo,248.23,60,completa
E02387,Manuel Luna,T030,perecederos,completo,252.98,71,completa
E02388,Javier Núñez,T030,piso_reposicion,completo,246.93,61,completa
E02389,Jorge Gutiérrez,T030,perecederos,completo,249.98,104,completa
E02390,Brenda Pérez,T030,piso_reposicion,completo,240.55,53,completa
E02391,Javier Flores,T030,cajas,completo,268.29,71,completa
E02392,Sergio Gómez,T030,perecederos,completo,292.05,80,completa
E02393,Verónica Delgado,T030,perecederos,completo,261.41,66,completa
E02394,Luis Gómez,T030,piso_reposicion,completo,228.49,106,completa
E02395,Karla Cruz,T030,piso_reposicion,completo,222.67,28,completa
E02396,Alejandro Guerrero,T030,cajas,completo,228.01,114,completa
E02397,Jorge Sánchez,T030,piso_reposicion,completo,228.25,82,completa
E02398,Karla Medina,T030,almacen,completo,243.6,116,completa
E02399,Rosa Castillo,T030,perecederos,completo,259.32,45,completa
E02400,Óscar Silva,T030,piso_reposicion,completo,225.86,57,completa
E02401,Sofía Torres,T031,almacen,completo,202.02,59,completa
E02402,Brenda Flores,T031,perecederos,completo,240.27,87,completa
E02403,Ramón Ruiz,T031,piso_reposicion,completo,233.13,18,completa
E02404,Gabriela Pérez,T031,almacen,completo,207.88,102,completa
E02405,Mónica Martínez,T031,piso_reposicion,completo,235.94,30,parcial_manana
E02406,Roberto Ramos,T031,perecederos,completo,294.59,62,completa
E02407,Brenda Castro,T031,piso_reposicion,completo,220.02,80,completa
E02408,Elena Jiménez,T031,almacen,completo,205.36,65,completa
E02409,Cecilia Sánchez,T031,almacen,completo,241.26,57,completa
E02410,Andrea Ruiz,T031,almacen,completo,223.01,40,completa
E02411,Daniela Morales,T031,piso_reposicion,completo,254.13,52,parcial_tarde
E02412,Verónica Vargas,T031,cajas,completo,238.37,28,completa
E02413,Lucía Torres,T031,piso_reposicion,completo,241.38,35,parcial_tarde
E02414,Paola Núñez,T031,perecederos,completo,294.63,91,completa
E02415,Ramón Gómez,T031,perecederos,completo,242.02,106,completa
E02416,Luis Contreras,T031,almacen,completo,240.04,102,completa
E02417,Miguel Morales,T031,piso_reposicion,completo,241.58,40,completa
E02418,Víctor Castro,T031,perecederos,completo,286.91,38,completa
E02419,Silvia Jiménez,T031,cajas,completo,230.24,7,completa
E02420,Carlos Hernández,T031,cajas,completo,246.05,33,completa
E02421,Brenda Hernández,T031,perecederos,completo,239.02,70,completa
E02422,Elena Ortiz,T031,piso_reposicion,completo,258.0,32,completa
E02423,Rubén Ramírez,T031,perecederos,completo,234.39,88,completa
E02424,Silvia Mendoza,T031,cajas,completo,223.93,6,completa
E02425,Mónica Pérez,T031,cajas,completo,273.89,49,completa
E02426,Rosa Romero,T031,perecederos,completo,251.05,34,completa
E02427,Karla Torres,T031,piso_reposicion,completo,239.85,59,completa
E02428,Guadalupe Ramírez,T031,piso_reposicion,completo,224.37,3,completa
E02429,Alejandro Cruz,T031,cajas,completo,258.93,50,completa
E02430,Mónica Romero,T031,perecederos,completo,243.47,95,completa
E02431,Ana Morales,T031,piso_reposicion,completo,232.94,103,completa
E02432,Andrea Reyes,T031,cajas,completo,252.01,30,completa
E02433,Karla Reyes,T031,piso_reposicion,completo,226.68,51,completa
E02434,Luis Reyes,T031,perecederos,completo,247.62,83,completa
E02435,Fernando Ortiz,T031,cajas,completo,228.41,56,completa
E02436,María Delgado,T031,perecederos,completo,279.43,65,completa
E02437,Arturo Romero,T031,cajas,completo,230.1,41,completa
E02438,Ana Ortiz,T031,piso_reposicion,completo,224.61,101,completa
E02439,Ricardo Castro,T031,almacen,completo,216.85,76,completa
E02440,Javier Vázquez,T031,piso_reposicion,completo,232.72,116,parcial_manana
E02441,Francisco Luna,T031,cajas,completo,262.15,94,completa
E02442,Patricia Castillo,T031,cajas,completo,245.68,44,completa
E02443,Fernanda Torres,T031,cajas,completo,272.27,39,completa
E02444,Ramón Castillo,T031,piso_reposicion,completo,243.99,10,completa
E02445,Luis Ruiz,T031,almacen,completo,241.92,75,completa
E02446,Víctor Torres,T031,cajas,completo,262.98,90,parcial_tarde
E02447,Verónica Torres,T031,cajas,completo,228.92,42,completa
E02448,Laura Romero,T031,almacen,completo,248.9,2,completa
E02449,Brenda Rojas,T031,piso_reposicion,completo,249.33,99,completa
E02450,Alejandro Reyes,T031,cajas,completo,254.36,26,completa
E02451,Alejandro Jiménez,T031,almacen,completo,208.26,70,completa
